# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-48850
# Timestamp: Sat, 29-Jun-2024 15:01:02
Gene ID	Gene Name	'papillary thyroid carcinoma' vs 'normal' .foldChange	'papillary thyroid carcinoma' vs 'normal'.pValue
ENSG00000041988	THAP3	0.6	0.264695775287746
ENSG00000042062	RIPOR3	-0.4	0.652463003227006
ENSG00000042088	TDP1	0.2	0.603061388280554
ENSG00000042317	SPATA7	-0.4	0.170097558370404
ENSG00000042493	CAPG	0.4	0.584148838182796
ENSG00000042753	AP2S1	0.6	0.00464870197131171
ENSG00000042781	USH2A	-0.9	0.348777963978122
ENSG00000042813	ZPBP	-1.1	0.207515616975121
ENSG00000042832	TG	-0.3	0.720796308403392
ENSG00000042980	ADAM28	0.7	0.589045493281124
ENSG00000043039	BARX2	0.5	0.771040557463638
ENSG00000043093	DCUN1D1	-0.1	0.751621259470886
ENSG00000043143	JADE2	0.2	0.659311288287553
ENSG00000043355	ZIC2	-0.8	0.60174402690467
ENSG00000043462	LCP2	0.8	0.513962402753925
ENSG00000043591	ADRB1	0.6	0.581502978366898
ENSG00000044090	CUL7	0.3	0.292597461589729
ENSG00000044115	CTNNA1	0.4	0.141654630674297
ENSG00000044446	PHKA2	-0.1	0.774046884638467
ENSG00000044459	CNTLN	-0.8	0.0611626969736892
ENSG00000044524	EPHA3	-1.7	0.0180011501466605
ENSG00000046604	DSG2	0.3	0.683870970972314
ENSG00000046653	GPM6B	-1.4	0.0207062609600074
ENSG00000046889	PREX2	-0.6	0.420656233112911
ENSG00000047056	WDR37	-0.2	0.41567751488317
ENSG00000047249	ATP6V1H	-0.1	0.796377523172289
ENSG00000047315	POLR2B	0.3	0.318194369272375
ENSG00000047346	FAM214A	0.2	0.719872532720983
ENSG00000047365	ARAP2	-0.8	0.0643327880004095
ENSG00000047457	CP	-0.5	0.71013369006244
ENSG00000047578	KATNIP	-0.3	0.515038692777698
ENSG00000047579	DTNBP1	0.3	0.683564915192575
ENSG00000047617	ANO2	0.8	0.351562187059674
ENSG00000047621	C12orf4	0.2	0.526670479069259
ENSG00000047634	SCML1	-0.5	0.536540353642446
ENSG00000047644	WWC3	-0.1	0.943311145069593
ENSG00000047648	ARHGAP6	-1.1	0.0408432707679451
ENSG00000047849	MAP4	0.6	0.0165587061298548
ENSG00000048028	USP28	0.1	0.711022808142776
ENSG00000048052	HDAC9	1.8	0.0133455045022485
ENSG00000048140	TSPAN17	0.6	0.00281708617289274
ENSG00000048162	NOP16	0.5	0.0834249260852906
ENSG00000048342	CC2D2A	0.1	0.931469969583963
ENSG00000048392	RRM2B	0.3	0.568366722968548
ENSG00000048405	ZNF800	-0.1	0.842433192676874
ENSG00000048471	SNX29	0.4	0.434241978129988
ENSG00000048540	LMO3	1.8	0.00261557297075466
ENSG00000048649	RSF1	-0.1	0.829456320157235
ENSG00000048707	VPS13D	0.1	0.851941375423447
ENSG00000048740	CELF2	-0.4	0.722185077177349
ENSG00000048828	FAM120A	0.4	0.309777492500037
ENSG00000048991	R3HDM1	-0.1	0.789087588032339
ENSG00000049089	COL9A2	-0.9	0.0208902160612024
ENSG00000049130	KITLG	-0.2	0.746496975833175
ENSG00000049167	ERCC8	-0.1	0.895584957451539
ENSG00000049192	ADAMTS6	0.1	0.94874970833958
ENSG00000049245	VAMP3	0.2	0.578164660059083
ENSG00000049246	PER3	0.1	0.885012835745804
ENSG00000049247	UTS2	0.2	0.941383149711495
ENSG00000049249	TNFRSF9	0.3	0.869785585486222
ENSG00000049283	EPN3	0.8	0.354450416194111
ENSG00000049323	LTBP1	2.1	0.00415017647358426
ENSG00000049449	RCN1	-0.1	0.772473951869674
ENSG00000049540	ELN	-1.0	0.0953120880502435
ENSG00000049541	RFC2	0.2	0.0835941713450158
ENSG00000049618	ARID1B	-0.2	0.684761207491921
ENSG00000049656	CLPTM1L	0.7	0.011188204321353
ENSG00000049759	NEDD4L	0.4	0.619355959285505
ENSG00000049768	FOXP3	0.1	0.95395149558506
ENSG00000049769	PPP1R3F	0.3	0.437706051678809
ENSG00000049860	HEXB	0.1	0.844949167025123
ENSG00000049883	PTCD2	0.1	0.873324102477673
ENSG00000050030	NEXMIF	-0.5	0.632484529919171
ENSG00000050130	JKAMP	0.1	0.584966141056649
ENSG00000050165	DKK3	-0.4	0.535425518589443
ENSG00000050327	ARHGEF5	-0.6	0.0642208534261962
ENSG00000050344	NFE2L3	2.5	6.04552633371155E-4
ENSG00000050393	MCUR1	0.1	0.912690319319213
ENSG00000050405	LIMA1	0.7	0.200401388606652
ENSG00000050426	LETMD1	0.7	0.334283438452842
ENSG00000050438	SLC4A8	0.2	0.877800664344984
ENSG00000050555	LAMC3	-1.0	0.206794409424376
ENSG00000050628	PTGER3	2.5	0.00880610818892078
ENSG00000050730	TNIP3	0.2	0.932944098678675
ENSG00000050767	COL23A1	-1.6	0.0242213648017353
ENSG00000050820	BCAR1	0.3	0.383944797896495
ENSG00000051009	FAM160A2	-0.7	0.0251710815619179
ENSG00000051108	HERPUD1	-0.1	0.832696958175972
ENSG00000051128	HOMER3	-0.1	0.730227703814452
ENSG00000051180	RAD51	0.7	0.527764602336583
ENSG00000051341	POLQ	1.0	0.246929521233997
ENSG00000051382	PIK3CB	-0.1	0.912690319319213
ENSG00000051523	CYBA	1.0	0.0604029562864392
ENSG00000051825	MPHOSPH9	-0.1	0.933264465613371
ENSG00000052126	PLEKHA5	0.2	0.498438368615958
ENSG00000052344	PRSS8	0.1	0.800819221665723
ENSG00000052749	RRP12	0.3	0.323806729762517
ENSG00000052795	FNIP2	-0.1	0.914588735681255
ENSG00000052802	MSMO1	0.2	0.62931040381133
ENSG00000052841	TTC17	-0.2	0.384173427343302
ENSG00000052850	ALX4	0.4	0.793525964465077
ENSG00000053328	METTL24	-0.6	0.551847893912723
ENSG00000053371	AKR7A2	-0.1	0.890855960510384
ENSG00000053372	MRTO4	0.3	0.105468562235563
ENSG00000053438	NNAT	-0.7	0.480879362331811
ENSG00000053501	USE1	0.1	0.731343201879893
ENSG00000053524	MCF2L2	0.2	0.844345186375109
ENSG00000053702	NRIP2	-0.2	0.782920993010474
ENSG00000053770	AP5M1	0.2	0.716495003970688
ENSG00000053900	ANAPC4	-0.1	0.545233401617085
ENSG00000053918	KCNQ1	-0.4	0.554661585143656
ENSG00000054118	THRAP3	0.2	0.308845300298518
ENSG00000054148	PHPT1	0.4	0.143335894932338
ENSG00000054179	ENTPD2	1.5	0.0785097910319606
ENSG00000054219	LY75	-0.3	0.71056383169485
ENSG00000054267	ARID4B	0.1	0.837012511553922
ENSG00000054277	OPN3	-0.2	0.831630999992881
ENSG00000054282	SDCCAG8	-0.3	0.281856377776911
ENSG00000054356	PTPRN	-1.9	0.0484026295142477
ENSG00000054392	HHAT	0.3	0.659799915976551
ENSG00000054523	KIF1B	0.4	0.434040013255603
ENSG00000054611	TBC1D22A	0.1	0.530795440762745
ENSG00000054654	SYNE2	-0.3	0.749120479869355
ENSG00000054690	PLEKHH1	-1.1	0.0525325135112538
ENSG00000054938	CHRDL2	0.5	0.674438927880818
ENSG00000054967	RELT	0.8	0.412392122332847
ENSG00000054983	GALC	-0.4	0.311042382430061
ENSG00000055044	NOP58	-0.4	0.0755040219821873
ENSG00000055070	SZRD1	0.2	0.298881049290046
ENSG00000055130	CUL1	0.3	0.193523944835121
ENSG00000055147	FAM114A2	0.2	0.704224763140639
ENSG00000055163	CYFIP2	1.3	0.00242150375182162
ENSG00000055208	TAB2	-0.1	0.785336222152494
ENSG00000055211	GINM1	0.3	0.603517136325043
ENSG00000055332	EIF2AK2	-0.2	0.669360362399866
ENSG00000055483	USP36	-0.1	0.60282744268092
ENSG00000055732	MCOLN3	0.1	0.954929178214981
ENSG00000055813	CCDC85A	-1.1	0.0378200969907528
ENSG00000055917	PUM2	-0.1	0.918992479331349
ENSG00000055950	MRPL43	0.1	0.817354335462093
ENSG00000055955	ITIH4	-1.5	0.0236217144132328
ENSG00000055957	ITIH1	0.1	0.948045804001784
ENSG00000056050	HPF1	-0.2	0.387857279160946
ENSG00000056291	NPFFR2	-1.1	0.32744502105134
ENSG00000056487	PHF21B	-0.9	0.455186128590573
ENSG00000056558	TRAF1	0.2	0.838664758255486
ENSG00000056586	RC3H2	-0.1	0.88025544184019
ENSG00000056736	IL17RB	-0.2	0.595669683003864
ENSG00000056972	TRAF3IP2	0.4	0.599572051525983
ENSG00000056998	GYG2	-0.1	0.931820512061785
ENSG00000057019	DCBLD2	0.7	0.0241926902901455
ENSG00000057252	SOAT1	0.2	0.712720400366377
ENSG00000057294	PKP2	1.6	0.129727557224797
ENSG00000057468	MSH4	-0.5	0.638384091042222
ENSG00000057593	F7	-0.7	0.580419113860205
ENSG00000057608	GDI2	0.3	0.386496716381759
ENSG00000057657	PRDM1	1.6	0.0665247639422329
ENSG00000057704	TMCC3	1.0	0.104998148937672
ENSG00000057757	PITHD1	0.2	0.437706051678809
ENSG00000058056	USP13	-0.1	0.793272945347897
ENSG00000058063	ATP11B	0.2	0.524543661078826
ENSG00000058085	LAMC2	0.7	0.00331242234459243
ENSG00000058091	CDK14	0.3	0.74548177355766
ENSG00000058262	SEC61A1	0.5	0.021224402593262
ENSG00000058272	PPP1R12A	0.2	0.528102351230653
ENSG00000058335	RASGRF1	3.1	0.00215296271061038
ENSG00000058404	CAMK2B	0.1	0.916184176995424
ENSG00000058453	CROCC	-0.1	0.83462447319391
ENSG00000058668	ATP2B4	0.4	0.520084058936282
ENSG00000058673	ZC3H11A	-0.3	0.763859475791141
ENSG00000058799	YIPF1	0.2	0.851033478664744
ENSG00000058804	NDC1	0.2	0.730255169568178
ENSG00000058866	DGKG	0.8	0.460853555828721
ENSG00000059122	FLYWCH1	-0.3	0.24452556657856
ENSG00000059145	UNKL	-0.1	0.641559068391333
ENSG00000059377	TBXAS1	1.2	0.263625284791012
ENSG00000059378	PARP12	0.6	0.0939176505484552
ENSG00000059573	ALDH18A1	0.1	0.822373912388116
ENSG00000059691	GATB	0.2	0.826437919010306
ENSG00000059728	MXD1	-0.6	0.157607759355679
ENSG00000059758	CDK17	0.2	0.511163765742974
ENSG00000059769	DNAJC25	-0.1	0.878662196255811
ENSG00000059804	SLC2A3	-0.5	0.691353389246599
ENSG00000059915	PSD	1.3	0.0211513100927455
ENSG00000060069	CTDP1	0.3	0.22299301413205
ENSG00000060138	YBX3	-0.2	0.786893673600028
ENSG00000060140	STYK1	1.2	0.260599709562454
ENSG00000060237	WNK1	0.2	0.752766682411097
ENSG00000060339	CCAR1	-0.1	0.32802424462723
ENSG00000060491	OGFR	0.2	0.345901630042042
ENSG00000060558	GNA15	0.7	0.605681956826249
ENSG00000060642	PIGV	0.5	0.445822610254634
ENSG00000060688	SNRNP40	0.1	0.471032108540189
ENSG00000060709	RIMBP2	1.5	0.0619062951745324
ENSG00000060718	COL11A1	1.1	0.362957155135251
ENSG00000060749	QSER1	-0.1	0.812210071096116
ENSG00000060762	MPC1	-0.2	0.713756293644127
ENSG00000060971	ACAA1	1.1	0.0854931489170997
ENSG00000060982	BCAT1	0.4	0.785303819932084
ENSG00000061273	HDAC7	0.5	0.0408289582533055
ENSG00000061337	LZTS1	1.8	0.015590657007126
ENSG00000061455	PRDM6	-0.3	0.59884277619606
ENSG00000061656	SPAG4	1.3	0.029467382868706
ENSG00000061676	NCKAP1	-0.1	0.805840850719359
ENSG00000061794	MRPS35	0.2	0.723166679479938
ENSG00000061918	GUCY1B1	0.8	0.168369210982769
ENSG00000061938	TNK2	-0.2	0.794229681314777
ENSG00000061987	MON2	-0.2	0.747586432527355
ENSG00000062038	CDH3	3.2	1.42203444415104E-4
ENSG00000062194	GPBP1	-0.1	0.693662107354862
ENSG00000062282	DGAT2	1.6	0.0207704426059135
ENSG00000062485	CS	0.6	0.107832590104163
ENSG00000062524	LTK	0.4	0.807566336422498
ENSG00000062582	MRPS24	0.1	0.816174715149532
ENSG00000062598	ELMO2	0.7	6.97133474840701E-4
ENSG00000062650	WAPL	-0.1	0.878250795181837
ENSG00000062716	VMP1	-0.6	0.48183861348121
ENSG00000062725	APPBP2	-0.1	0.874928756263453
ENSG00000062822	POLD1	0.1	0.722407728845447
ENSG00000063046	EIF4B	0.2	0.561195820220387
ENSG00000063127	SLC6A16	-1.6	0.0296535952679957
ENSG00000063177	RPL18	0.2	0.581514367777517
ENSG00000063180	CA11	1.0	0.357372499271925
ENSG00000063244	U2AF2	0.1	0.402540114923046
ENSG00000063245	EPN1	0.1	0.435480821157081
ENSG00000063438	AHRR	0.1	0.910413475672018
ENSG00000063587	ZNF275	0.1	0.935597951312716
ENSG00000063601	MTMR1	0.6	0.01733096283953
ENSG00000063761	ADCK1	0.5	0.366439720076992
ENSG00000063854	HAGH	0.2	0.526007628334184
ENSG00000063978	RNF4	0.4	0.0231361973684489
ENSG00000064012	CASP8	0.5	0.336547026966554
ENSG00000064042	LIMCH1	-0.2	0.699228156115817
ENSG00000064102	INTS13	0.3	0.483353586401116
ENSG00000064115	TM7SF3	1.1	1.13776203811196E-4
ENSG00000064205	CCN5	-1.3	0.174030827324964
ENSG00000064218	DMRT3	-0.4	0.800260155941262
ENSG00000064225	ST3GAL6	1.4	0.0559995191645288
ENSG00000064270	ATP2C2	-2.2	0.00518709689783302
ENSG00000064300	NGFR	1.6	0.0975071776033214
ENSG00000064309	CDON	-0.8	0.231819752943925
ENSG00000064313	TAF2	-0.1	0.850033359431876
ENSG00000064393	HIPK2	0.3	0.264439113146047
ENSG00000064419	TNPO3	0.5	0.225293635943571
ENSG00000064489	BORCS8-MEF2B	0.2	0.831417541744148
ENSG00000064490	RFXANK	0.3	0.345901630042042
ENSG00000064545	TMEM161A	0.4	0.53228993808268
ENSG00000064547	LPAR2	0.1	0.854680670756189
ENSG00000064601	CTSA	0.9	0.00802136702513449
ENSG00000064607	SUGP2	-0.4	0.348470955130095
ENSG00000064651	SLC12A2	0.8	0.0731494784149348
ENSG00000064652	SNX24	0.5	0.130266940332155
ENSG00000064655	EYA2	-0.5	0.540746126766904
ENSG00000064666	CNN2	-0.8	0.393495453126644
ENSG00000064687	ABCA7	0.8	0.0352722011320865
ENSG00000064692	SNCAIP	-0.7	0.496971965779277
ENSG00000064726	BTBD1	0.2	0.434335021319756
ENSG00000064763	FAR2	0.8	0.332211489022371
ENSG00000064835	POU1F1	0.3	0.801788273486139
ENSG00000064886	CHI3L2	0.8	0.342796977738321
ENSG00000064932	SBNO2	0.4	0.0462907609889933
ENSG00000064933	PMS1	-0.3	0.271353678863493
ENSG00000064961	HMG20B	0.3	0.469285562694607
ENSG00000064989	CALCRL	0.9	0.0375385425969576
ENSG00000064995	TAF11	-0.1	0.819061278494553
ENSG00000064999	ANKS1A	-0.3	0.573104692785391
ENSG00000065000	AP3D1	0.1	0.660517120593519
ENSG00000065029	ZNF76	-0.4	0.0185031876080831
ENSG00000065054	SLC9A3R2	0.6	0.137230268004314
ENSG00000065057	NTHL1	0.1	0.848270292792456
ENSG00000065060	UHRF1BP1	0.6	0.524631434141744
ENSG00000065135	GNAI3	0.1	0.720680767966449
ENSG00000065150	IPO5	0.1	0.922482506737934
ENSG00000065154	OAT	-0.4	0.301350167934847
ENSG00000065183	WDR3	0.4	0.432665023237566
ENSG00000065243	PKN2	-0.2	0.443355888266087
ENSG00000065268	WDR18	0.4	0.521120357368
ENSG00000065308	TRAM2	-0.9	0.0434425106253653
ENSG00000065320	NTN1	-1.9	0.0338317419312187
ENSG00000065328	MCM10	1.3	0.132519670125302
ENSG00000065357	DGKA	0.3	0.766318427653755
ENSG00000065361	ERBB3	0.7	0.491516766302057
ENSG00000065413	ANKRD44	0.4	0.671335142278989
ENSG00000065427	KARS1	0.3	0.348170753925641
ENSG00000065457	ADAT1	0.5	0.18664421653583
ENSG00000065485	PDIA5	0.1	0.896458196545081
ENSG00000065491	TBC1D22B	0.2	0.245545048892694
ENSG00000065518	NDUFB4	0.2	0.459874506043734
ENSG00000065526	SPEN	-0.1	0.900489583817893
ENSG00000065534	MYLK	-0.1	0.891421067595608
ENSG00000065548	ZC3H15	-0.2	0.410165178180875
ENSG00000065559	MAP2K4	0.2	0.451154427879422
ENSG00000065600	PACC1	0.4	0.510320666182529
ENSG00000065613	SLK	-0.2	0.67562883401571
ENSG00000065615	CYB5R4	-0.1	0.931943738989693
ENSG00000065618	COL17A1	-0.1	0.96068311597009
ENSG00000065621	GSTO2	-0.3	0.402533899994938
ENSG00000065665	SEC61A2	-0.5	0.197400337698384
ENSG00000065675	PRKCQ	-0.7	0.175174707868988
ENSG00000065717	TLE2	-0.2	0.619741637879044
ENSG00000065809	FAM107B	-0.6	0.468225842390359
ENSG00000065833	ME1	0.3	0.703807810946017
ENSG00000065882	TBC1D1	-0.2	0.745465366869631
ENSG00000065911	MTHFD2	0.7	0.497777280186129
ENSG00000065923	SLC9A7	0.6	0.0156630351741034
ENSG00000065970	FOXJ2	0.1	0.607847883581062
ENSG00000065978	YBX1	0.1	0.913414541472612
ENSG00000065989	PDE4A	0.3	0.742993202170564
ENSG00000066027	PPP2R5A	-0.1	0.879229649284459
ENSG00000066032	CTNNA2	2.3	0.00554372429037919
ENSG00000066044	ELAVL1	0.3	0.112181070221541
ENSG00000066056	TIE1	-0.1	0.952276904557744
ENSG00000066084	DIP2B	0.2	0.745465366869631
ENSG00000066117	SMARCD1	0.2	0.157957066486822
ENSG00000066135	KDM4A	0.4	0.00170788973241087
ENSG00000066136	NFYC	0.1	0.794229681314777
ENSG00000066185	ZMYND12	0.2	0.748200462103522
ENSG00000066230	SLC9A3	-0.3	0.641141077111359
ENSG00000066248	NGEF	4.1	1.03523047971601E-7
ENSG00000066279	ASPM	1.4	0.114635939579906
ENSG00000066294	CD84	0.5	0.730043392918385
ENSG00000066322	ELOVL1	0.6	0.106573968155613
ENSG00000066336	SPI1	0.8	0.520681669138807
ENSG00000066379	POLR1H	0.3	0.513476827323059
ENSG00000066382	MPPED2	-2.0	3.73120479465553E-4
ENSG00000066405	CLDN18	-0.7	0.577059438337262
ENSG00000066427	ATXN3	-0.3	0.0130602633932778
ENSG00000066455	GOLGA5	0.2	0.62114011114365
ENSG00000066468	FGFR2	-1.3	0.00451115817355564
ENSG00000066557	LRRC40	-0.2	0.479853872559102
ENSG00000066583	ISOC1	0.4	0.106037032509002
ENSG00000066629	EML1	-0.1	0.889989860583234
ENSG00000066735	KIF26A	-0.7	0.34872035157098
ENSG00000066739	ATG2B	-0.2	0.723777525555654
ENSG00000066777	ARFGEF1	0.2	0.568839294710281
ENSG00000066813	ACSM2B	-2.3	0.0195004670448348
ENSG00000066827	ZFAT	0.3	0.442001065623135
ENSG00000066855	MTFR1	-0.5	0.0502346774609851
ENSG00000066923	STAG3	0.8	0.251573859515187
ENSG00000066926	FECH	0.3	0.67562883401571
ENSG00000066933	MYO9A	-0.3	0.387310106417466
ENSG00000067048	DDX3Y	-0.2	0.879156278597217
ENSG00000067064	IDI1	-0.4	0.163938387103491
ENSG00000067066	SP100	0.2	0.823595136267922
ENSG00000067082	KLF6	-1.8	0.0424377846119926
ENSG00000067113	PLPP1	1.1	0.0086344796042379
ENSG00000067141	NEO1	-0.4	0.199085403951535
ENSG00000067167	TRAM1	-0.2	0.521480580447572
ENSG00000067177	PHKA1	0.6	0.286341974034759
ENSG00000067182	TNFRSF1A	0.6	0.23626693842203
ENSG00000067191	CACNB1	1.6	0.0507558070069743
ENSG00000067208	EVI5	0.3	0.375391978889421
ENSG00000067221	STOML1	0.5	0.130456865414338
ENSG00000067225	PKM	0.5	0.175023987457791
ENSG00000067248	DHX29	0.2	0.802669685486552
ENSG00000067334	DNTTIP2	-0.3	0.367440878307229
ENSG00000067369	TP53BP1	0.1	0.713648124383338
ENSG00000067445	TRO	-0.8	0.1194648488735
ENSG00000067533	RRP15	-0.1	0.748638609551946
ENSG00000067560	RHOA	0.4	0.0481857178806141
ENSG00000067596	DHX8	0.4	0.0282927344794213
ENSG00000067601	PMS2P4	-0.1	0.93464221819109
ENSG00000067606	PRKCZ	-0.2	0.790491841295138
ENSG00000067646	ZFY	-0.1	0.954186818220084
ENSG00000067704	IARS2	0.5	0.245544893373235
ENSG00000067715	SYT1	0.9	0.498356479782192
ENSG00000067798	NAV3	-1.3	0.0736335636313231
ENSG00000067829	IDH3G	0.1	0.583937364212728
ENSG00000067836	ROGDI	0.1	0.898292170392611
ENSG00000067840	PDZD4	-0.8	0.21728562835596
ENSG00000067900	ROCK1	0.2	0.647105088180828
ENSG00000067955	CBFB	0.4	0.0706298601447618
ENSG00000067992	PDK3	0.5	0.580419113860205
ENSG00000068001	HYAL2	0.7	0.0842835620917712
ENSG00000068024	HDAC4	-0.8	0.204252850974924
ENSG00000068028	RASSF1	-0.5	0.487991404761078
ENSG00000068078	FGFR3	-0.1	0.950119683220266
ENSG00000068079	IFI35	-0.1	0.938584532833373
ENSG00000068097	HEATR6	0.3	0.205238954622805
ENSG00000068120	COASY	0.3	0.446413949156036
ENSG00000068137	PLEKHH3	0.7	0.0606344319280949
ENSG00000068305	MEF2A	0.1	0.905274829104848
ENSG00000068308	OTUD5	0.2	0.310092440831594
ENSG00000068323	TFE3	0.4	0.356640477621412
ENSG00000068383	INPP5A	0.2	0.706527047036649
ENSG00000068394	GPKOW	0.1	0.597411029858517
ENSG00000068400	GRIPAP1	0.2	0.535901604588094
ENSG00000068438	FTSJ1	0.3	0.202684093065155
ENSG00000068489	PRR11	0.2	0.837550343821489
ENSG00000068615	REEP1	0.5	0.742171425551663
ENSG00000068650	ATP11A	1.6	0.0543726554269597
ENSG00000068654	POLR1A	0.2	0.480504113131137
ENSG00000068724	TTC7A	-0.1	0.837335994575254
ENSG00000068781	STON1-GTF2A1L	-1.4	0.248778675379953
ENSG00000068784	SRBD1	0.1	0.794447943817815
ENSG00000068796	KIF2A	0.1	0.824574743518597
ENSG00000068831	RASGRP2	0.2	0.874699851428239
ENSG00000068878	PSME4	0.1	0.891184952479567
ENSG00000068885	IFT80	-0.1	0.828841748410131
ENSG00000068903	SIRT2	0.5	0.074893512879857
ENSG00000068971	PPP2R5B	-0.2	0.502849450915406
ENSG00000069011	PITX1	0.9	0.571595613719347
ENSG00000069020	MAST4	0.2	0.66928126592334
ENSG00000069122	ADGRF5	1.7	0.00980881916392556
ENSG00000069188	SDK2	0.1	0.923046864405517
ENSG00000069248	NUP133	0.3	0.442001065623135
ENSG00000069329	VPS35	0.2	0.404701488073965
ENSG00000069345	DNAJA2	0.1	0.66874943019602
ENSG00000069399	BCL3	0.6	0.186521417760985
ENSG00000069424	KCNAB2	0.4	0.744676672534136
ENSG00000069431	ABCC9	-0.8	0.0373199554285601
ENSG00000069482	GAL	-0.1	0.96590108591195
ENSG00000069493	CLEC2D	0.4	0.766160590653669
ENSG00000069509	FUNDC1	0.2	0.516527725461459
ENSG00000069535	MAOB	1.5	0.0503539851964042
ENSG00000069667	RORA	-0.1	0.793249168821338
ENSG00000069696	DRD4	-0.7	0.492280236384886
ENSG00000069702	TGFBR3	-1.2	0.0215861610392562
ENSG00000069764	PLA2G10	0.3	0.821987668846226
ENSG00000069812	HES2	0.6	0.67562883401571
ENSG00000069849	ATP1B3	0.7	0.317421753706302
ENSG00000069869	NEDD4	0.3	0.591518465763525
ENSG00000069943	PIGB	0.1	0.711635915884581
ENSG00000069956	MAPK6	0.1	0.809477892649612
ENSG00000069974	RAB27A	1.5	0.0654960411372218
ENSG00000069998	HDHD5	0.1	0.833389684628886
ENSG00000070010	UFD1	0.2	0.530257766524951
ENSG00000070018	LRP6	-0.1	0.922897410362299
ENSG00000070019	GUCY2C	0.5	0.524631434141744
ENSG00000070031	SCT	-1.7	0.0200862215547606
ENSG00000070047	PHRF1	-0.1	0.618482127043578
ENSG00000070061	ELP1	-0.2	0.361654558376001
ENSG00000070081	NUCB2	-0.3	0.763768143831837
ENSG00000070159	PTPN3	0.4	0.534843127214109
ENSG00000070182	SPTB	-0.4	0.563540137310767
ENSG00000070190	DAPP1	0.5	0.739534521938654
ENSG00000070193	FGF10	-1.8	0.112789961319512
ENSG00000070214	SLC44A1	-0.1	0.917800545166396
ENSG00000070366	SMG6	0.1	0.734320269912007
ENSG00000070367	EXOC5	-0.1	0.884163029692295
ENSG00000070388	FGF22	-0.4	0.75683784689538
ENSG00000070404	FSTL3	1.0	0.204691979177265
ENSG00000070413	DGCR2	0.1	0.911649951078939
ENSG00000070444	MNT	0.2	0.519989379644142
ENSG00000070476	ZXDC	-0.3	0.459874506043734
ENSG00000070495	JMJD6	-0.8	0.0906739404518956
ENSG00000070501	POLB	-0.2	0.515038692777698
ENSG00000070526	ST6GALNAC1	0.8	0.232478264945331
ENSG00000070540	WIPI1	0.3	0.524934184957481
ENSG00000070610	GBA2	0.2	0.657874150382264
ENSG00000070614	NDST1	0.3	0.509359553053723
ENSG00000070669	ASNS	-0.1	0.925362524409776
ENSG00000070718	AP3M2	0.1	0.869846909439437
ENSG00000070729	CNGB1	1.3	0.272302637165914
ENSG00000070731	ST6GALNAC2	-0.5	0.492124758954293
ENSG00000070756	PABPC1	0.4	0.511721031996981
ENSG00000070759	TESK2	0.2	0.678230719515869
ENSG00000070761	CFAP20	-0.3	0.232478264945331
ENSG00000070770	CSNK2A2	0.3	0.387857279160946
ENSG00000070778	PTPN21	-0.2	0.792477910462294
ENSG00000070785	EIF2B3	0.6	0.00882577784386054
ENSG00000070814	TCOF1	0.3	0.289979604047391
ENSG00000070882	OSBPL3	0.1	0.844569700449826
ENSG00000070886	EPHA8	0.2	0.903097446338989
ENSG00000070915	SLC12A3	0.3	0.877869051111989
ENSG00000070950	RAD18	0.1	0.803856219299897
ENSG00000070961	ATP2B1	-0.2	0.665474805420691
ENSG00000070985	TRPM5	-2.0	0.00113395883708783
ENSG00000071051	NCK2	0.3	0.478528941308419
ENSG00000071054	MAP4K4	1.0	0.0269089829415755
ENSG00000071073	MGAT4A	0.4	0.421758657149174
ENSG00000071127	WDR1	0.1	0.801788273486139
ENSG00000071189	SNX13	0.3	0.587890704258808
ENSG00000071203	MS4A12	1.3	0.363769361357389
ENSG00000071205	ARHGAP10	-0.1	0.921713934895577
ENSG00000071242	RPS6KA2	0.5	0.281848714202363
ENSG00000071243	ING3	-0.3	0.214241052179893
ENSG00000071246	VASH1	1.2	0.0208667718103761
ENSG00000071282	LMCD1	0.2	0.875786369168884
ENSG00000071462	BUD23	0.3	0.121468794073052
ENSG00000071537	SEL1L	0.1	0.833042244797666
ENSG00000071539	TRIP13	0.6	0.393261699418485
ENSG00000071553	ATP6AP1	0.5	0.106936830339359
ENSG00000071575	TRIB2	0.8	0.231829352283978
ENSG00000071626	DAZAP1	0.2	0.549433609204658
ENSG00000071794	HLTF	0.3	0.69386943477276
ENSG00000071859	FAM50A	0.2	0.760559465921975
ENSG00000071889	FAM3A	0.2	0.651360835873882
ENSG00000071894	CPSF1	0.2	0.738486315468348
ENSG00000071909	MYO3B	0.9	0.155855531638676
ENSG00000071967	CYBRD1	-0.9	0.00127764406497169
ENSG00000071991	CDH19	-0.7	0.615044672588785
ENSG00000071994	PDCD2	0.1	0.717321073023152
ENSG00000072041	SLC6A15	-2.0	0.0632629487088463
ENSG00000072042	RDH11	0.3	0.41728194087998
ENSG00000072062	PRKACA	0.6	0.00309736861774662
ENSG00000072071	ADGRL1	0.3	0.229736499190124
ENSG00000072110	ACTN1	0.7	0.131997803846783
ENSG00000072121	ZFYVE26	-0.1	0.913141818202286
ENSG00000072133	RPS6KA6	-0.8	0.41379274250319
ENSG00000072135	PTPN18	-0.2	0.476927138824416
ENSG00000072163	LIMS2	0.1	0.934851454112767
